,Student ID,student_name,gender,year,school_name,Average Reading Score,Average Maths Score
21352,21352,Susan Baker,F,12,Bailey High School,59,85
21353,21353,Daniel Olson,M,9,Bailey High School,46,57
21354,21354,Elizabeth Walker,F,11,Bailey High School,88,77
21355,21355,Lisa Mitchell,F,11,Bailey High School,72,60
21356,21356,Andrew Herrera,M,9,Bailey High School,43,81
21357,21357,Howard Johnson,M,12,Bailey High School,93,76
21358,21358,Michelle Fox,F,9,Bailey High School,61,71
21359,21359,Jessica Flores,F,11,Bailey High School,68,73
21360,21360,Adrienne Howard,F,10,Bailey High School,74,50
21361,21361,James King,M,12,Bailey High School,85,83
21362,21362,Mike Hill,M,9,Bailey High School,96,61
21363,21363,Erika Logan,F,9,Bailey High School,82,47
21364,21364,Julia Howell,F,9,Bailey High School,76,94
21365,21365,Amanda Webb,F,11,Bailey High School,89,69
21366,21366,Shannon Gutierrez,F,10,Bailey High School,80,97
21367,21367,Savannah Willis,F,11,Bailey High School,80,74
21368,21368,Andrew Richardson,M,12,Bailey High School,96,47
21369,21369,Tristan Stuart,M,11,Bailey High School,87,47
21370,21370,Judy Ford,F,11,Bailey High School,43,60
21371,21371,David Wright,M,10,Bailey High School,57,81
21372,21372,Michael Fisher,M,11,Bailey High School,76,76
21373,21373,Richard Gilbert,M,11,Bailey High School,48,92
21374,21374,Russell Young,M,11,Bailey High School,92,67
21375,21375,Samantha Hughes,F,10,Bailey High School,71,95
21376,21376,Suzanne Torres,F,11,Bailey High School,83,66
21377,21377,William Bradley,M,9,Bailey High School,86,99
21378,21378,Elizabeth Park,F,9,Bailey High School,54,67
21379,21379,Debbie Wagner,F,11,Bailey High School,59,54
21380,21380,Anthony Smith,M,9,Bailey High School,44,53
21381,21381,Vanessa Larsen,F,10,Bailey High School,47,82
21382,21382,Melvin Holt,M,10,Bailey High School,76,66
21383,21383,Amber Rios,F,12,Bailey High School,45,47
21384,21384,Herbert Bell,M,12,Bailey High School,81,82
21385,21385,Deborah Mcdonald,F,11,Bailey High School,70,51
21386,21386,Donald Reeves,M,9,Bailey High School,74,77
21387,21387,Timothy Carr,M,10,Bailey High School,90,56
21388,21388,Nicole Peterson,F,10,Bailey High School,64,45
21389,21389,Gregory Henry,M,10,Bailey High School,52,55
21390,21390,Suzanne Underwood,F,10,Bailey High School,61,49
21391,21391,Kevin Coffey,M,11,Bailey High School,77,82
21392,21392,Jeff Estes,M,11,Bailey High School,45,82
21393,21393,Tiffany Reynolds,F,11,Bailey High School,55,94
21394,21394,Jordan Ward,F,9,Bailey High School,50,96
21395,21395,Christina Roberson,F,12,Bailey High School,91,73
21396,21396,Andrew Powers,M,12,Bailey High School,53,90
21397,21397,David Wilson,M,11,Bailey High School,68,58
21398,21398,Cody Cole,M,10,Bailey High School,62,77
21399,21399,Jeanne Fischer MD,F,9,Bailey High School,93,56
21400,21400,William Hines,M,9,Bailey High School,91,47
21401,21401,Charles King,M,12,Bailey High School,46,50
21402,21402,Debra Ryan,F,11,Bailey High School,43,79
21403,21403,Jason Sullivan,M,9,Bailey High School,45,83
21404,21404,Jennifer Jennings,F,11,Bailey High School,78,59
21405,21405,James Thomas,M,12,Bailey High School,51,49
21406,21406,Eric Peters,M,12,Bailey High School,63,98
21407,21407,Karen Wade,F,12,Bailey High School,59,96
21408,21408,Cheryl Thomas,F,11,Bailey High School,99,85
21409,21409,Mrs. Amanda Rose,F,9,Bailey High School,97,55
21410,21410,John Wilson,M,11,Bailey High School,80,71
21411,21411,Robert Hines,M,9,Bailey High School,84,67
21412,21412,Elizabeth Bowers,F,11,Bailey High School,61,76
21413,21413,David Booker,M,10,Bailey High School,64,70
21414,21414,Carolyn Johnson,F,12,Bailey High School,48,81
21415,21415,Blake Lopez,M,11,Bailey High School,95,81
21416,21416,Kristina Booth,F,11,Bailey High School,95,52
21417,21417,Rebecca Erickson,F,12,Bailey High School,44,92
21418,21418,Kimberly Collins,F,9,Bailey High School,63,96
21419,21419,Christopher Horn,M,12,Bailey High School,44,94
21420,21420,Nicole Garcia,F,12,Bailey High School,97,79
21421,21421,Matthew Rice,M,12,Bailey High School,63,78
21422,21422,Jonathan Smith,M,11,Bailey High School,76,54
21423,21423,Veronica Mcmillan,F,9,Bailey High School,84,99
21424,21424,Virginia Peters,F,10,Bailey High School,44,60
21425,21425,Teresa Perez,F,9,Bailey High School,80,99
21426,21426,Matthew Mcdonald,M,9,Bailey High School,57,48
21427,21427,Cassidy Eaton,F,12,Bailey High School,71,91
21428,21428,Michael Myers,M,10,Bailey High School,92,76
21429,21429,Bradley Brown,M,10,Bailey High School,95,50
21430,21430,Jason Hunt,M,9,Bailey High School,43,58
21431,21431,Mary Lee,F,12,Bailey High School,48,78
21432,21432,Richard Levine,M,9,Bailey High School,93,93
21433,21433,Bryan Schmidt,M,12,Bailey High School,44,84
21434,21434,Patricia Monroe,F,10,Bailey High School,51,60
21435,21435,Breanna Horne,F,10,Bailey High School,91,84
21436,21436,Susan Lopez,F,11,Bailey High School,92,50
21437,21437,Kimberly Cooper,F,10,Bailey High School,77,75
21438,21438,Margaret Dean,F,12,Bailey High School,82,78
21439,21439,Michael Lane,M,10,Bailey High School,85,97
21440,21440,Patricia Perry,F,9,Bailey High School,74,77
21441,21441,Susan Sanders,F,11,Bailey High School,92,80
21442,21442,Kendra Smith,F,11,Bailey High School,56,47
21443,21443,Johnny Schneider,M,9,Bailey High School,65,86
21444,21444,Lauren Fitzgerald,F,11,Bailey High School,97,92
21445,21445,Jessica Smith,F,9,Bailey High School,68,71
21446,21446,Rebecca Davis,F,11,Bailey High School,57,54
21447,21447,Amber Arnold,F,12,Bailey High School,78,69
21448,21448,Elizabeth Perez,F,10,Bailey High School,46,69
21449,21449,Alan Burnett,M,9,Bailey High School,89,85
21450,21450,Ryan Cooke,M,10,Bailey High School,82,48
21451,21451,Joseph James,M,11,Bailey High School,47,50
21452,21452,Ellen Davis,F,12,Bailey High School,93,82
21453,21453,Bobby Noble,M,9,Bailey High School,85,86
21454,21454,Chelsea Taylor,F,12,Bailey High School,83,56
21455,21455,Catherine Harris,F,9,Bailey High School,44,96
21456,21456,Brent Reeves,M,10,Bailey High School,61,94
21457,21457,Johnny Johnson,M,10,Bailey High School,91,68
21458,21458,Valerie Obrien,F,9,Bailey High School,69,65
21459,21459,Cynthia Moss,F,10,Bailey High School,60,80
21460,21460,Rebecca Salazar DDS,F,9,Bailey High School,91,65
21461,21461,Christopher Nelson,M,9,Bailey High School,88,70
21462,21462,Diana Ponce,F,9,Bailey High School,48,58
21463,21463,Michele Clark,F,11,Bailey High School,44,87
21464,21464,Alexander Carson,M,12,Bailey High School,85,71
21465,21465,Theresa Miller,F,11,Bailey High School,51,61
21466,21466,Jonathan Park,M,11,Bailey High School,63,54
21467,21467,Nicole Owens,F,10,Bailey High School,92,81
21468,21468,James Young,M,11,Bailey High School,73,62
21469,21469,Brian Dickson,M,11,Bailey High School,60,93
21470,21470,Anthony Mack,M,12,Bailey High School,62,53
21471,21471,Ariel Chambers,F,11,Bailey High School,74,61
21472,21472,Jamie Walker,M,12,Bailey High School,88,86
21473,21473,Kenneth Raymond,M,9,Bailey High School,49,47
21474,21474,Elizabeth Welch,F,12,Bailey High School,96,80
21475,21475,Ray Hoffman,M,9,Bailey High School,49,47
21476,21476,Mrs. Kathleen Cook,F,11,Bailey High School,46,50
21477,21477,Sheila Green,F,11,Bailey High School,69,58
21478,21478,Mary Garza,F,9,Bailey High School,53,53
21479,21479,Jessica Smith,F,10,Bailey High School,96,65
21480,21480,Antonio Oconnor,M,12,Bailey High School,68,99
21481,21481,Robert Diaz,M,9,Bailey High School,98,64
21482,21482,Michael Cordova,M,12,Bailey High School,63,66
21483,21483,Marie Stanley,F,9,Bailey High School,73,55
21484,21484,Amanda Solomon,F,9,Bailey High School,90,88
21485,21485,Robert Olson DVM,M,10,Bailey High School,55,54
21486,21486,Patricia Cohen,F,11,Bailey High School,98,56
21487,21487,Courtney Pena,F,10,Bailey High School,57,64
21488,21488,Kara Smith,F,12,Bailey High School,88,85
21489,21489,Samuel Richardson,M,12,Bailey High School,44,64
21490,21490,Martin Phillips,M,11,Bailey High School,51,48
21491,21491,Scott Brewer,M,9,Bailey High School,81,59
21492,21492,Linda Calhoun,F,11,Bailey High School,59,98
21493,21493,James Stephens,M,10,Bailey High School,61,79
21494,21494,Benjamin Evans,M,10,Bailey High School,93,75
21495,21495,James Williams,M,11,Bailey High School,69,93
21496,21496,Kathy Bright,F,9,Bailey High School,64,59
21497,21497,Amber Lopez,F,10,Bailey High School,88,61
21498,21498,Ashley Berg,F,10,Bailey High School,64,85
21499,21499,Lisa Gonzalez,F,10,Bailey High School,93,71
21500,21500,Daryl Johnson,M,12,Bailey High School,69,86
21501,21501,Kristen Cross,F,9,Bailey High School,74,52
21502,21502,Walter Moran,M,12,Bailey High School,46,65
21503,21503,Kyle Gomez,M,12,Bailey High School,79,54
21504,21504,Lonnie Herrera,M,12,Bailey High School,49,56
21505,21505,Maria Hubbard,F,11,Bailey High School,82,92
21506,21506,Abigail Young,F,9,Bailey High School,92,78
21507,21507,Melissa Thompson,F,10,Bailey High School,76,95
21508,21508,Michael Cooper,M,9,Bailey High School,61,76
21509,21509,Tiffany Lee,F,11,Bailey High School,55,64
21510,21510,John Brown,M,10,Bailey High School,46,94
21511,21511,David Davis,M,9,Bailey High School,51,62
21512,21512,Shane Gibson,M,12,Bailey High School,65,78
21513,21513,Steven Myers,M,9,Bailey High School,47,65
21514,21514,Nancy Ross,F,9,Bailey High School,50,78
21515,21515,Mark Everett,M,9,Bailey High School,88,65
21516,21516,Steve Walker,M,9,Bailey High School,61,75
21517,21517,Mary Rodriguez,F,11,Bailey High School,77,69
21518,21518,Jonathan Byrd,M,9,Bailey High School,61,66
21519,21519,Ralph Moyer,M,11,Bailey High School,72,70
21520,21520,Nicholas Diaz,M,9,Bailey High School,73,55
21521,21521,Christie Mejia,F,10,Bailey High School,71,89
21522,21522,Carl Edwards,M,10,Bailey High School,69,56
21523,21523,Stacy Davis,F,9,Bailey High School,71,77
21524,21524,Angela Townsend,F,9,Bailey High School,98,92
21525,21525,Robert Berry,M,12,Bailey High School,89,66
21526,21526,Sabrina Franco,F,12,Bailey High School,66,82
21527,21527,Richard Cherry DDS,M,9,Bailey High School,46,98
21528,21528,Melissa Flores,F,12,Bailey High School,50,69
21529,21529,Madeline Brown,F,12,Bailey High School,54,62
21530,21530,Ryan Gonzalez,M,10,Bailey High School,82,97
21531,21531,Timothy Griffin,M,9,Bailey High School,71,71
21532,21532,Jeffrey Shepard DVM,M,11,Bailey High School,86,54
21533,21533,Lisa Pacheco,F,10,Bailey High School,44,73
21534,21534,Terry King,M,11,Bailey High School,46,99
21535,21535,James Holland MD,M,9,Bailey High School,94,91
21536,21536,Tanya Smith,F,11,Bailey High School,60,66
21537,21537,Kevin Robinson,M,10,Bailey High School,61,63
21538,21538,Nicholas Tanner,M,9,Bailey High School,47,45
21539,21539,David Davis,M,9,Bailey High School,87,97
21540,21540,Gilbert Hodges,M,12,Bailey High School,89,47
21541,21541,Shawn Robinson,M,12,Bailey High School,56,65
21542,21542,Daniel Martinez,M,9,Bailey High School,80,56
21543,21543,Amanda King,F,11,Bailey High School,68,88
21544,21544,Stephanie Hatfield,F,10,Bailey High School,89,47
21545,21545,Madison Conley,F,12,Bailey High School,48,52
21546,21546,Teresa Odonnell,F,10,Bailey High School,79,74
21547,21547,Lauren Campbell,F,9,Bailey High School,62,63
21548,21548,Stephanie Mayer,F,10,Bailey High School,67,86
21549,21549,Lisa Johnson,F,11,Bailey High School,85,85
21550,21550,Jordan Woods,F,10,Bailey High School,48,58
21551,21551,Nancy Patel,F,11,Bailey High School,49,64
21552,21552,Timothy Gomez,M,9,Bailey High School,74,60
21553,21553,Ray Campbell,M,12,Bailey High School,44,97
21554,21554,Robert Landry,M,9,Bailey High School,98,89
21555,21555,Karina Welch,F,10,Bailey High School,85,46
21556,21556,Helen Hall,F,12,Bailey High School,85,97
21557,21557,Jamie Bailey,F,9,Bailey High School,77,53
21558,21558,Michaela Daniels,F,12,Bailey High School,58,65
21559,21559,Tammy Daugherty,F,12,Bailey High School,87,68
21560,21560,Sarah Dennis,F,11,Bailey High School,76,87
21561,21561,Nicole Chavez,F,12,Bailey High School,94,78
21562,21562,David Hoffman,M,10,Bailey High School,98,79
21563,21563,Diane Reynolds,F,10,Bailey High School,43,58
21564,21564,Jessica Meyer,F,12,Bailey High School,51,57
21565,21565,Kenneth Alexander,M,9,Bailey High School,57,96
21566,21566,Lisa Hernandez,F,11,Bailey High School,61,69
21567,21567,Jack Johnson,M,10,Bailey High School,55,67
21568,21568,Kristin Thornton,F,11,Bailey High School,50,45
21569,21569,Christine Williams,F,10,Bailey High School,96,83
21570,21570,Timothy Davidson,M,12,Bailey High School,78,89
21571,21571,Monique House,F,10,Bailey High School,45,51
21572,21572,Stacie Kramer,F,11,Bailey High School,45,46
21573,21573,Courtney Valenzuela,F,12,Bailey High School,55,88
21574,21574,Craig Mcgee,M,10,Bailey High School,76,88
21575,21575,Matthew Garcia,M,9,Bailey High School,73,81
21576,21576,Rebecca Williams,F,11,Bailey High School,58,56
21577,21577,Melissa Shepherd,F,11,Bailey High School,81,81
21578,21578,Tanya Hawkins,F,9,Bailey High School,54,53
21579,21579,Manuel Turner,M,10,Bailey High School,68,58
21580,21580,Richard Wallace,M,11,Bailey High School,70,92
21581,21581,Jacob Porter,M,9,Bailey High School,99,89
21582,21582,Patricia Baker,F,9,Bailey High School,71,87
21583,21583,April Jones,F,12,Bailey High School,47,77
21584,21584,Ryan Horn,M,12,Bailey High School,63,46
21585,21585,Rebecca Floyd,F,9,Bailey High School,55,68
21586,21586,Victoria Myers,F,12,Bailey High School,45,79
21587,21587,Michele Nelson,F,10,Bailey High School,56,87
21588,21588,John Smith,M,12,Bailey High School,86,93
21589,21589,David Santos,M,12,Bailey High School,76,66
21590,21590,Joshua Montgomery MD,M,10,Bailey High School,78,93
21591,21591,Robin Thomas,F,12,Bailey High School,45,96
21592,21592,Denise Cameron,F,11,Bailey High School,61,54
21593,21593,Keith Gonzalez,M,10,Bailey High School,77,77
21594,21594,Brooke Long,F,12,Bailey High School,51,84
21595,21595,Mark Jordan,M,9,Bailey High School,64,83
21596,21596,Bryan Mayer,M,9,Bailey High School,97,84
21597,21597,Sylvia Brown,F,12,Bailey High School,83,63
21598,21598,Tiffany Allen,F,10,Bailey High School,88,86
21599,21599,Wendy Martinez,F,11,Bailey High School,51,76
21600,21600,Michelle Weber,F,11,Bailey High School,52,58
21601,21601,Jenna Dickerson,F,9,Bailey High School,75,98
21602,21602,Megan Humphrey,F,11,Bailey High School,68,70
21603,21603,Paul Davis,M,10,Bailey High School,59,98
21604,21604,Michael Davis,M,12,Bailey High School,79,88
21605,21605,Mary Eaton,F,9,Bailey High School,76,87
21606,21606,Kathleen Fuller,F,11,Bailey High School,81,58
21607,21607,Jill Morales,F,10,Bailey High School,94,88
21608,21608,Erika West,F,11,Bailey High School,78,58
21609,21609,Cynthia George,F,9,Bailey High School,72,66
21610,21610,Alan Obrien,M,11,Bailey High School,75,92
21611,21611,Mary Clayton,F,11,Bailey High School,73,80
21612,21612,Justin Pennington,M,11,Bailey High School,64,78
21613,21613,Kathy Burgess,F,9,Bailey High School,44,50
21614,21614,Brett Jennings,M,9,Bailey High School,97,83
21615,21615,Samuel Waters,M,10,Bailey High School,76,84
21616,21616,Frank Roberson,M,9,Bailey High School,44,92
21617,21617,Karen Shannon,F,10,Bailey High School,46,51
21618,21618,Brandon Gardner,M,9,Bailey High School,99,79
21619,21619,Kevin Armstrong,M,11,Bailey High School,83,63
21620,21620,Stephen Mccall,M,12,Bailey High School,93,69
21621,21621,Anthony Long,M,12,Bailey High School,69,64
21622,21622,Debbie Smith,F,10,Bailey High School,74,83
21623,21623,Kim Lewis,F,9,Bailey High School,47,53
21624,21624,Matthew Boyd,M,10,Bailey High School,90,57
21625,21625,Kevin Andrews PhD,M,12,Bailey High School,92,83
21626,21626,Diane Vaughn,F,12,Bailey High School,97,50
21627,21627,Edward Munoz,M,9,Bailey High School,71,67
21628,21628,Theresa Allen,F,10,Bailey High School,97,75
21629,21629,Ronald Rose,M,11,Bailey High School,51,88
21630,21630,Samantha Meadows,F,11,Bailey High School,63,49
21631,21631,Lisa Thompson,F,11,Bailey High School,46,86
21632,21632,Rachel Gilbert,F,9,Bailey High School,53,63
21633,21633,Christina Haynes,F,10,Bailey High School,90,45
21634,21634,Donna Riddle,F,9,Bailey High School,79,70
21635,21635,Natalie Malone,F,10,Bailey High School,50,97
21636,21636,Matthew Hernandez,M,10,Bailey High School,43,64
21637,21637,Christopher Tate,M,9,Bailey High School,68,98
21638,21638,Ricky Miller,M,10,Bailey High School,60,56
21639,21639,Linda Anderson,F,12,Bailey High School,66,78
21640,21640,Shannon Farmer,F,10,Bailey High School,89,88
21641,21641,Jill Lawrence,F,10,Bailey High School,90,83
21642,21642,Kenneth Cox,M,12,Bailey High School,45,77
21643,21643,Michelle Ellis,F,11,Bailey High School,89,92
21644,21644,Meghan Hart,F,12,Bailey High School,83,93
21645,21645,Bobby Solomon,M,11,Bailey High School,63,96
21646,21646,Dana Walker,F,12,Bailey High School,81,97
21647,21647,Cassandra Waters,F,11,Bailey High School,68,77
21648,21648,Michael Davis,M,9,Bailey High School,95,48
21649,21649,Lori Wilson,F,11,Bailey High School,86,55
21650,21650,Louis Mcdaniel,M,9,Bailey High School,79,61
21651,21651,Gregory Jones,M,10,Bailey High School,74,99
21652,21652,Kyle Spears,M,11,Bailey High School,44,56
21653,21653,Nicole Burgess,F,9,Bailey High School,82,91
21654,21654,David Jensen,M,9,Bailey High School,53,95
21655,21655,Nicole Goodwin,F,9,Bailey High School,61,76
21656,21656,Christopher Welch,M,9,Bailey High School,75,57
21657,21657,Jared Lynch,M,9,Bailey High School,49,94
21658,21658,Joseph Hanson,M,11,Bailey High School,78,85
21659,21659,Sara Bray,F,11,Bailey High School,45,81
21660,21660,Kenneth Carter,M,10,Bailey High School,50,72
21661,21661,Nicole Buck,F,9,Bailey High School,71,65
21662,21662,Rachel Diaz,F,10,Bailey High School,60,76
21663,21663,Michael Rogers,M,12,Bailey High School,63,92
21664,21664,Karen Ellis,F,10,Bailey High School,91,83
21665,21665,Dawn Lawson,F,12,Bailey High School,43,91
21666,21666,Jacob Dixon,M,10,Bailey High School,64,72
21667,21667,Angela Phelps,F,10,Bailey High School,69,77
21668,21668,David Gutierrez,M,9,Bailey High School,76,49
21669,21669,Stephanie Harrison,F,9,Bailey High School,57,55
21670,21670,Robert Salazar,M,11,Bailey High School,81,76
21671,21671,Sabrina Barton,F,10,Bailey High School,54,75
21672,21672,William Peterson,M,9,Bailey High School,52,94
21673,21673,Gregory Vasquez,M,12,Bailey High School,71,94
21674,21674,Molly Mason,F,9,Bailey High School,70,54
21675,21675,Matthew Fritz,M,10,Bailey High School,58,68
21676,21676,Kelly Bishop,F,11,Bailey High School,47,64
21677,21677,Joshua Reynolds,M,10,Bailey High School,89,94
21678,21678,Michelle Perez,F,11,Bailey High School,72,46
21679,21679,Albert Wright,M,9,Bailey High School,66,70
21680,21680,Rachel Mcmahon,F,12,Bailey High School,93,50
21681,21681,Julie Cooper,F,10,Bailey High School,91,93
21682,21682,Ian Contreras,M,11,Bailey High School,86,68
21683,21683,Shane Bennett,M,12,Bailey High School,73,76
21684,21684,Joshua Fernandez,M,9,Bailey High School,89,87
21685,21685,Kendra Ward,F,9,Bailey High School,50,87
21686,21686,Earl Caldwell,M,9,Bailey High School,60,95
21687,21687,Christopher Hernandez,M,10,Bailey High School,55,81
21688,21688,Shane Martinez,M,9,Bailey High School,71,57
21689,21689,Elizabeth Johnson,F,9,Bailey High School,55,65
21690,21690,Jessica Gonzalez,F,10,Bailey High School,47,81
21691,21691,Jesse Dalton,M,10,Bailey High School,80,73
21692,21692,Melissa Parks,F,9,Bailey High School,97,80
21693,21693,Aaron Mitchell,M,10,Bailey High School,90,91
21694,21694,Jennifer Petty,F,9,Bailey High School,49,99
21695,21695,Kathryn Coleman,F,10,Bailey High School,56,67
21696,21696,David Weber,M,10,Bailey High School,95,90
21697,21697,Jill Wheeler,F,12,Bailey High School,89,73
21698,21698,Michael Lee,M,9,Bailey High School,48,69
21699,21699,Tracy Wells,F,10,Bailey High School,60,56
21700,21700,Felicia Nguyen,F,10,Bailey High School,79,94
21701,21701,Austin Moore,M,9,Bailey High School,69,99
21702,21702,Charles Wilson,M,12,Bailey High School,89,72
21703,21703,William Waters,M,12,Bailey High School,84,65
21704,21704,Dustin Moss,M,9,Bailey High School,88,78
21705,21705,Robin White,F,10,Bailey High School,98,59
21706,21706,Debra Rodriguez,F,11,Bailey High School,62,65
21707,21707,Anthony Montgomery,M,11,Bailey High School,85,83
21708,21708,Mark Spencer,M,11,Bailey High School,92,86
21709,21709,Connie Skinner,F,10,Bailey High School,71,58
21710,21710,Jennifer Gray,F,12,Bailey High School,59,66
21711,21711,Jeremiah Holder,M,12,Bailey High School,48,86
21712,21712,Kristine Wade,F,9,Bailey High School,61,98
21713,21713,William Flores,M,12,Bailey High School,87,88
21714,21714,Jeffrey Davis,M,9,Bailey High School,74,49
21715,21715,Lisa Vasquez,F,9,Bailey High School,83,71
21716,21716,Kenneth Avila Jr.,M,9,Bailey High School,49,79
21717,21717,Sergio May,M,9,Bailey High School,54,60
21718,21718,Laura Evans,F,12,Bailey High School,58,93
21719,21719,Leah Palmer,F,10,Bailey High School,46,56
21720,21720,Connor Landry,M,11,Bailey High School,66,76
21721,21721,Nathan Rollins,M,12,Bailey High School,88,85
21722,21722,Ronnie Jones,M,10,Bailey High School,89,71
21723,21723,David Richardson,M,9,Bailey High School,70,56
21724,21724,Alex Flowers,M,12,Bailey High School,88,95
21725,21725,Lisa Walker,F,11,Bailey High School,78,49
21726,21726,Andrew Pierce,M,9,Bailey High School,61,96
21727,21727,Miss Taylor Barron,F,11,Bailey High School,85,98
21728,21728,Patrick Galvan,M,10,Bailey High School,75,83
21729,21729,Jonathan Strong,M,11,Bailey High School,73,55
21730,21730,Kevin Howard,M,11,Bailey High School,78,76
21731,21731,Christian Mueller,M,9,Bailey High School,83,61
21732,21732,Barbara Hart,F,10,Bailey High School,88,52
21733,21733,David Wood,M,9,Bailey High School,90,48
21734,21734,John Lawrence,M,11,Bailey High School,85,93
21735,21735,John Garcia,M,11,Bailey High School,53,88
21736,21736,Daniel Cross,M,12,Bailey High School,68,46
21737,21737,Robin Brown,F,9,Bailey High School,97,77
21738,21738,John Perez,M,11,Bailey High School,82,52
21739,21739,Brian Mclaughlin,M,10,Bailey High School,60,79
21740,21740,Nancy Brown,F,11,Bailey High School,73,95
21741,21741,Kelly Hamilton,M,12,Bailey High School,82,95
21742,21742,Michael Greene,M,11,Bailey High School,71,79
21743,21743,Amber Smith,F,12,Bailey High School,86,85
21744,21744,Kristin Carlson,F,10,Bailey High School,80,84
21745,21745,Benjamin Valdez,M,10,Bailey High School,86,46
21746,21746,David Harris,M,12,Bailey High School,60,89
21747,21747,Sarah Garcia,F,11,Bailey High School,57,99
21748,21748,Elizabeth Allen,F,10,Bailey High School,94,80
21749,21749,Diana Ayala,F,11,Bailey High School,90,56
21750,21750,Julie Hunt,F,10,Bailey High School,50,50
21751,21751,Timothy Hill,M,9,Bailey High School,93,74
21752,21752,Sylvia Atkins,F,10,Bailey High School,52,55
21753,21753,William Hudson,M,12,Bailey High School,80,89
21754,21754,Paula Jones,F,12,Bailey High School,59,86
21755,21755,Briana Stone,F,12,Bailey High School,56,90
21756,21756,Chelsea Wade,F,10,Bailey High School,51,87
21757,21757,Joe Meadows,M,10,Bailey High School,93,61
21758,21758,Jack Lowe,M,10,Bailey High School,92,82
21759,21759,Jesus Johnson,M,10,Bailey High School,64,72
21760,21760,Steven Webster,M,9,Bailey High School,52,54
21761,21761,Henry Ramirez,M,9,Bailey High School,59,94
21762,21762,Christopher Sullivan,M,10,Bailey High School,92,77
21763,21763,Jared Ward,M,11,Bailey High School,89,64
21764,21764,Michael Romero,M,9,Bailey High School,94,52
21765,21765,Jody Hunter,F,9,Bailey High School,98,85
21766,21766,Carol Duffy,F,10,Bailey High School,94,48
21767,21767,Caitlyn Smith,F,9,Bailey High School,86,79
21768,21768,Sarah Smith,F,10,Bailey High School,94,48
21769,21769,Joshua Santiago,M,10,Bailey High School,74,84
21770,21770,Jacqueline Davis,F,12,Bailey High School,51,69
21771,21771,Jonathan Mercer,M,10,Bailey High School,73,64
21772,21772,Desiree Castro,F,9,Bailey High School,96,66
21773,21773,Jessica Miller,F,12,Bailey High School,90,54
21774,21774,Antonio Mason,M,12,Bailey High School,57,66
21775,21775,Melanie Esparza,F,9,Bailey High School,58,67
21776,21776,Holly Mcpherson,F,9,Bailey High School,83,79
21777,21777,Zachary Rivera,M,9,Bailey High School,49,99
21778,21778,Carol Hughes,F,11,Bailey High School,80,67
21779,21779,Mr. Jason Lopez Jr.,M,12,Bailey High School,99,62
21780,21780,Darlene Smith,F,10,Bailey High School,63,47
21781,21781,Brianna Whitney,F,10,Bailey High School,81,82
21782,21782,Jeffrey Mendoza,M,12,Bailey High School,72,60
21783,21783,Christine Hill,F,9,Bailey High School,63,71
21784,21784,Caitlin Johnson,F,11,Bailey High School,74,47
21785,21785,Jasmine Obrien,F,10,Bailey High School,55,84
21786,21786,Brandon Flowers,M,9,Bailey High School,98,97
21787,21787,Robert Boyer,M,12,Bailey High School,93,97
21788,21788,Laura Cummings,F,10,Bailey High School,87,50
21789,21789,Jason Powell,M,12,Bailey High School,66,92
21790,21790,Dawn Hill,F,11,Bailey High School,91,52
21791,21791,Dana Strickland,F,11,Bailey High School,87,72
21792,21792,Kristina Walker,F,12,Bailey High School,75,72
21793,21793,Michael Tucker,M,9,Bailey High School,45,62
21794,21794,Victor Ingram,M,12,Bailey High School,86,53
21795,21795,Lisa Green,F,10,Bailey High School,99,88
21796,21796,Alexander Norman,M,10,Bailey High School,84,80
21797,21797,Bonnie Valentine,F,12,Bailey High School,88,91
21798,21798,Vernon Young,M,12,Bailey High School,53,68
21799,21799,Henry Morris,M,10,Bailey High School,58,78
21800,21800,Zachary Parker,M,10,Bailey High School,45,74
21801,21801,Erika Jones,F,10,Bailey High School,47,66
21802,21802,Misty Hatfield,F,9,Bailey High School,68,71
21803,21803,Christine Burton,F,9,Bailey High School,72,96
21804,21804,Nicole Moore,F,11,Bailey High School,47,77
21805,21805,James Garcia,M,12,Bailey High School,50,70
21806,21806,David Munoz,M,11,Bailey High School,81,84
21807,21807,James Smith,M,9,Bailey High School,65,82
21808,21808,Tracy Stein,F,9,Bailey High School,78,98
21809,21809,Charles Holt,M,9,Bailey High School,76,97
21810,21810,Brenda Skinner,F,11,Bailey High School,48,80
21811,21811,Amy Brown,F,9,Bailey High School,65,78
21812,21812,Summer Hunt,F,9,Bailey High School,72,84
21813,21813,James Morales,M,12,Bailey High School,78,85
21814,21814,Gavin Mckinney,M,10,Bailey High School,52,63
21815,21815,Andrea Bennett,F,11,Bailey High School,89,58
21816,21816,Sarah Miller,F,10,Bailey High School,65,53
21817,21817,Joshua Graham,M,10,Bailey High School,82,98
21818,21818,Parker Carter MD,M,12,Bailey High School,62,99
21819,21819,Jerry Brown,M,11,Bailey High School,46,75
21820,21820,Dennis Wells DDS,M,11,Bailey High School,86,99
21821,21821,Sharon Dillon,F,10,Bailey High School,43,54
21822,21822,Todd Williams,M,9,Bailey High School,80,90
21823,21823,Steven Nelson,M,9,Bailey High School,86,72
21824,21824,Jennifer Harrison,F,11,Bailey High School,82,82
21825,21825,Kathleen Hall,F,10,Bailey High School,43,89
21826,21826,Melissa Tran,F,9,Bailey High School,68,62
